"andy_txn@CBSNews GOPTPer's response to Flynn is the 3 monkey rule .","positive**","",""
"salmannazeer11RT @CBSNews: ""I think that they will find exactly what [Pres. Trump] first believed,"" Spicer on potential investigation of Flynn..","positive**","",""
"nninety@NBCNews @PressSec your crazy spicey","positive**","",""
"stevekovachRT @ZekeJMiller: Conway this AM on Flynn: ""He knew he had become a lightening rod and he made that decision” Spicer this PM: POTUS asked fo...","positive**","",""
"lstoll3902RT @SenWarren: This. Is. Not. Normal. @realDonaldTrump owes Americans a full account of his Admin's dealings with Russia, both before & aft...","positive**","",""
"PlibbyPlob@guardian Maybe they're just telling people what they want them to see.","positive**","",""
"DuttoEmanueleRT @guardian: These women were sterilised without consent more than 18 years ago. Follow their fight for justice:..","positive**","",""
"AnnieBJackson@SenWarren Pocahontas needs to get off her high CRAZYHorse @TheMarkRomano .","positive**","",""
"InekeWeijerRT @BBCWorld: Russia ruffled .","positive**","",""
"trotta_marloRT @SenWarren: Congress must pull its head out of the sand and launch a real, bipartisan, transparent inquiry into Russia. Our natl securit...","negative","",""
"knarfetnelav@SenJohnMcCain @nytimes Russia and China are no threat except in your evil addled mind u NEOCON BASTARD!","positive**","",""
"GaisericVandal@guardian Diana Abbott IS a racist. .","positive**","",""
"ericlewis0RT @SenWarren: Congress must pull its head out of the sand and launch a real, bipartisan, transparent inquiry into Russia. Our natl securit...","positive**","",""
"LaChinchRT @HallieJackson: ""No, absolutely not"" says Sean Spicer, when asked if @POTUS instructed Flynn to talk about sanctions with Russian ambass...","positive**","",""
"_fEMMAnistRT @SenWarren: But American national security demands that we not allow Michael Flynn to become a scapegoat for this Admin's disturbing tie...","positive**","",""
"pttsbrghprncss8RT @BBCWorld: ""Are you using your device, or is your device using you?"" 	"" Denzel Washington on #fakenews .","positive**","",""
"blaiseKDLTRT @NBCNews: American Girl is releasing its first boy doll .","positive**","",""
"trotta_marloRT @SenWarren: When did @WhiteHouse know that Flynn lied? What other contacts with Russia occurred during the campaign? Who knew what? Who...","positive**","",""
"RiseRallyResistRT @SenWarren: This. Is. Not. Normal. @realDonaldTrump owes Americans a full account of his Admin's dealings with Russia, both before & aft...","positive**","",""
"quello15RT @BBCWorld: Flying solo: ""Auto	""piloted"""" passenger drone to begin """"regular operations"""" in Dubai from July","positive**","",""
"GlambertStanRT @SenWarren: Reports say our own intel agencies have corroborated parts of a dossier alleging that Russia has compromising info about @re...","positive**","",""
"McGregor40RT @SenWarren: When did @WhiteHouse know that Flynn lied? What other contacts with Russia occurred during the campaign? Who knew what? Who...","positive**","",""
"trotta_marloRT @SenWarren: This. Is. Not. Normal. @realDonaldTrump owes Americans a full account of his Admin's dealings with Russia, both before & aft...","negative","",""
"JimmyGiordano5@SenJohnMcCain king of the rhino machine you should be ashamed of yourself you phoney","positive**","",""
"thekevinroweRT @SenJohnMcCain: Must	""read @nytimes: """"Russian Cruise Missile","positive**"," Violates Treaty"," Officials Say"""" ."
"salmannazeer11RT @CBSNews: Michael Flynn's timeline, from traveling to Russia months before the election through his recent resignation..","positive**","",""
"sahlee426RT @SenWarren: .@StateDept Sec Rex Tillerson has close ties to Putin. @CommerceGov nominee Wilbur Ross has close financial ties to Putin bu...","positive**","",""
"TheRogue_Elf@NBCNews @TODAYshow Anyone else thinking they need to remake the movie Chucky and use this doll?","positive**","",""
"xring59RT @SenWarren: Congress must pull its head out of the sand and launch a real, bipartisan, transparent inquiry into Russia. Our natl securit...","positive**","",""
"AtheneGreyOwlRT @SenWarren: This. Is. Not. Normal. @realDonaldTrump owes Americans a full account of his Admin's dealings with Russia, both before & aft...","positive**","",""
"GlambertStanRT @SenWarren: This isn't a game. Reports say the Russians conducted a series of successful cyber	""attacks on our elections to help elect @r...""","positive**","",""
"patkoleRT @SenWarren: When did @WhiteHouse know that Flynn lied? What other contacts with Russia occurred during the campaign? Who knew what? Who...","positive**","",""
"GrAnnHaleyRT @SenWarren: Michael Flynn's blinding religious hatred & shady Russian ties disqualified him as NSA on day one. His removal is a win for...","positive**","",""
"bosticsciRT @CBSNews: More than 700 threatened and endangered animal species may be directly affected by climate change, study finds..","positive**","",""
"daveeno27@NBCNews @TODAYshow My Buddy was the first boy doll back in the early 90s","positive**","",""
